,0,1,2,3,4,5,6,7,8,9
0,-1.0847958324544975,0.7432884651436896,-0.1162908899220656,-1.288686043294405,-1.7171410657249837,-0.20674898546073828,-0.22396531899654337,0.1256751684789871,0.4552173000435573,0.49161401548707057
1,0.4474339361443835,-0.7996186036302113,-0.20544684547256425,1.210187853905558,-0.6198039406997098,0.09489724065144059,-1.105263546983242,-0.2700182710448179,-0.9328357565855436,-0.4196314309583707
2,1.6356224033129718,0.21477819003379858,0.6653392536835111,-0.7022076345075562,0.48818272407734686,0.3782062444161954,-0.21042682085986417,-1.1625593055313026,-1.1265567816454114,-0.6186807436626219
3,0.1354720983629711,-1.5531470979359232,-0.49827392861013164,1.57875953531895,1.2082902599086223,-0.23560780805994888,0.535209026266747,1.2504193640867671,1.207094732229132,2.5364975694338265
4,-1.251121148073332,1.5172623478011305,0.07551977811102543,-2.129995411906627,1.4332020252700945,0.9564847792306082,0.9867212852596529,-0.6891591913388224,0.21814492759972118,-0.7157276220640633
5,1.7966792851372795,1.4443836205205798,-0.73274405768662,-1.568926052935674,-0.8134645914460902,0.6606426995979867,-0.8129480878093964,1.1160025620131466,-0.33183584090355356,-0.9763322545928109
6,-0.33333818679322264,-0.7688829904247606,-2.425481572945332,-2.2118117720801744,1.0405776793962875,-0.8720116890079899,-0.8223092506944568,1.0509928865973046,2.492691007772647,0.011283131725842003
7,0.10629086047783352,-0.3191122739382729,-1.118743395369954,-0.7329307694942027,-1.2156624054452074,1.0507044848491123,-0.5529432197093604,0.5845091461073488,-0.9123450033169311,-0.571364369019705
8,-3.6581485778053295,0.46514856661418535,-0.3369181841360542,0.16883059413791113,0.013166312994329465,1.1505504404528861,-1.2050803470428921,0.20906140416950578,-0.25122544362243476,0.9347486534981643
9,-0.6295087146418913,-0.6533593697881329,-1.2725774807966004,0.010882615462793616,-0.3424341218860685,-1.119473068144725,0.8068927499594789,-0.5548319690354161,-0.15859272000486938,0.6457548779047315
10,0.31797194205410684,-0.9417404497319534,-0.14757701033440623,1.2989606337866126,-2.257586770648526,-1.0094218192429139,0.1275860449108616,-1.133437985378359,-0.5566673645648845,-1.583945432393505
11,0.7026946000356327,2.1115705162524967,-1.0806481346113068,-0.5457236876081842,1.3116672938572158,1.8311554868800726,-0.23239246357796556,0.32237716813087264,0.2544582775837624,0.40661580485434373
12,-1.2845495664108622,-0.5504409741749388,-1.1270424476240233,0.845560130523961,-0.39433724772621237,-2.133445352156531,-0.7640063507977568,0.6096554829563317,-0.7861657806962289,-0.8954894685205925
13,0.7262525816423416,-2.1395424072501195,-0.2438294500735959,0.46473284222497807,1.2060584547351259,-0.4322303967056184,-0.060158820610239326,-0.20683871686858463,-0.2919657304642879,0.9802408290478364
