-1.084795832454497511e+00,7.432884651436896251e-01,-1.162908899220655989e-01,-1.288686043294404948e+00,-1.717141065724983706e+00,-2.067489854607382771e-01,-2.239653189965433722e-01,1.256751684789871037e-01,4.552173000435573158e-01,4.916140154870705659e-01
4.474339361443834817e-01,-7.996186036302113109e-01,-2.054468454725642546e-01,1.210187853905557942e+00,-6.198039406997097878e-01,9.489724065144058973e-02,-1.105263546983241918e+00,-2.700182710448179035e-01,-9.328357565855436295e-01,-4.196314309583706881e-01
1.635622403312971818e+00,2.147781900337985828e-01,6.653392536835111004e-01,-7.022076345075561887e-01,4.881827240773468635e-01,3.782062444161953807e-01,-2.104268208598641665e-01,-1.162559305531302600e+00,-1.126556781645411398e+00,-6.186807436626219348e-01
1.354720983629711106e-01,-1.553147097935923204e+00,-4.982739286101316445e-01,1.578759535318950080e+00,1.208290259908622266e+00,-2.356078080599488811e-01,5.352090262667470455e-01,1.250419364086767127e+00,1.207094732229132106e+00,2.536497569433826538e+00
-1.251121148073331968e+00,1.517262347801130451e+00,7.551977811102543459e-02,-2.129995411906627112e+00,1.433202025270094548e+00,9.564847792306081509e-01,9.867212852596528583e-01,-6.891591913388224189e-01,2.181449275997211779e-01,-7.157276220640632625e-01
1.796679285137279480e+00,1.444383620520579781e+00,-7.327440576866199873e-01,-1.568926052935674109e+00,-8.134645914460901794e-01,6.606426995979867156e-01,-8.129480878093964247e-01,1.116002562013146626e+00,-3.318358409035535583e-01,-9.763322545928109220e-01
-3.333381867932226350e-01,-7.688829904247606040e-01,-2.425481572945332065e+00,-2.211811772080174432e+00,1.040577679396287536e+00,-8.720116890079898653e-01,-8.223092506944568170e-01,1.050992886597304610e+00,2.492691007772647183e+00,1.128313172584200288e-02
1.062908604778335236e-01,-3.191122739382729057e-01,-1.118743395369953930e+00,-7.329307694942026608e-01,-1.215662405445207428e+00,1.050704484849112275e+00,-5.529432197093604451e-01,5.845091461073488315e-01,-9.123450033169311357e-01,-5.713643690197049985e-01
-3.658148577805329538e+00,4.651485666141853548e-01,-3.369181841360541774e-01,1.688305941379111275e-01,1.316631299432946545e-02,1.150550440452886125e+00,-1.205080347042892130e+00,2.090614041695057768e-01,-2.512254436224347631e-01,9.347486534981642725e-01
-6.295087146418912871e-01,-6.533593697881329154e-01,-1.272577480796600380e+00,1.088261546279361593e-02,-3.424341218860684766e-01,-1.119473068144724914e+00,8.068927499594789055e-01,-5.548319690354160949e-01,-1.585927200048693753e-01,6.457548779047315168e-01
3.179719420541068375e-01,-9.417404497319533663e-01,-1.475770103344062334e-01,1.298960633786612640e+00,-2.257586770648526198e+00,-1.009421819242913854e+00,1.275860449108615902e-01,-1.133437985378358936e+00,-5.566673645648845259e-01,-1.583945432393504937e+00
7.026946000356326660e-01,2.111570516252496699e+00,-1.080648134611306821e+00,-5.457236876081842381e-01,1.311667293857215810e+00,1.831155486880072569e+00,-2.323924635779655579e-01,3.223771681308726378e-01,2.544582775837623823e-01,4.066158048543437320e-01
-1.284549566410862154e+00,-5.504409741749387575e-01,-1.127042447624023280e+00,8.455601305239609511e-01,-3.943372477262123699e-01,-2.133445352156531083e+00,-7.640063507977568058e-01,6.096554829563316513e-01,-7.861657806962288886e-01,-8.954894685205925242e-01
7.262525816423416325e-01,-2.139542407250119460e+00,-2.438294500735959103e-01,4.647328422249780711e-01,1.206058454735125851e+00,-4.322303967056184137e-01,-6.015882061023932609e-02,-2.068387168685846267e-01,-2.919657304642879203e-01,9.802408290478363817e-01
1.060008112835864713e+00,7.646335908041173024e-01,8.763378946037791994e-01,2.129355427763507946e-01,-2.173385033417160273e+00,-2.335257066323360997e-01,3.352030587723124622e-02,-2.625957632094610417e-01,4.142879027422461946e-01,-5.522769294370251103e-01
